expo,gauss
0.644,-0.964
0.628,-1.119
0.853,-0.646
1.228,-0.993
0.468,1.005
0.08,-0.813
0.344,-1.223
0.014,0.188
2.713,1.192
0.52,-0.528
1.047,-0.939
0.285,-1.0
0.612,1.718
4.864,0.532
2.308,-0.523
0.979,1.428
2.226,0.548
1.049,0.266
6.146,-0.656
2.477,-0.648
0.022,-0.764
0.25,-0.607
0.823,-0.883
0.984,0.721
1.042,1.301
1.767,0.375
1.962,-0.477
0.669,1.187
0.388,1.004
5.509,0.041
0.048,-0.829
0.617,0.499
3.614,-0.762
1.157,0.819
0.05,-1.179
0.614,-1.18
0.82,0.307
0.811,0.412
2.855,1.147
0.37,-0.37
0.901,-1.06
0.321,0.38
0.489,0.042
0.793,-0.496
1.695,-2.785
1.645,0.613
1.196,-0.483
1.068,0.682
1.114,-0.105
1.287,1.125
1.542,1.429
0.344,-0.198
0.029,0.384
1.007,1.743
3.633,1.697
0.036,-2.439
0.218,-1.382
0.428,-2.537
0.038,0.027
1.186,-0.042
0.256,-0.889
0.094,-0.127
0.362,0.981
0.178,0.228
1.401,-1.165
0.31,-0.085
2.41,-1.685
0.549,-0.085
1.542,-0.17
0.092,1.999
0.468,-0.26
1.559,0.109
0.593,0.266
0.536,-0.405
0.192,0.728
0.763,-1.546
0.478,1.037
0.129,-0.787
0.403,-2.512
0.211,-1.386
0.378,1.466
1.418,-0.42
0.799,-1.167
0.027,-0.754
1.052,0.417
1.168,1.06
0.09,0.363
2.242,0.08
0.469,2.162
1.776,1.44
0.746,-1.667
1.24,0.589
1.608,0.028
0.828,1.407
0.305,-0.645
0.119,1.02
1.142,-0.237
0.346,0.232
1.839,-0.735
0.855,-0.558
0.363,-1.082
0.245,-0.797
0.757,0.386
1.113,1.672
0.029,0.281
0.701,-1.025
1.005,0.445
1.205,1.535
2.87,-0.419
0.341,0.187
0.053,-0.408
0.433,-0.786
1.488,0.259
0.589,1.421
0.519,0.375
1.444,-0.536
0.287,1.748
0.345,-0.672
1.057,-0.398
0.925,-0.727
0.848,-0.688
0.527,-0.822
1.226,1.171
0.764,0.938
0.966,-0.022
0.201,1.439
0.749,1.415
1.473,-0.619
0.97,1.243
0.796,-1.159
0.027,-0.392
3.921,-0.594
0.114,0.444
0.284,0.426
1.775,0.236
0.076,0.344
0.751,-0.177
0.25,-1.655
1.523,2.764
1.484,0.539
0.804,0.517
0.239,-1.068
0.372,1.926
0.834,0.82
1.209,-1.037
1.549,0.065
0.676,0.925
1.261,-0.832
0.765,-0.543
1.722,-0.172
0.913,0.44
1.412,-0.236
1.688,0.672
0.149,-0.701
1.267,0.853
0.279,0.566
0.339,-0.397
0.4,-1.092
1.146,0.492
0.543,0.987
0.285,1.213
0.115,1.042
0.11,-0.033
2.815,-1.58
0.527,1.069
1.79,1.425
0.835,-0.924
2.655,-0.913
0.724,-0.407
1.227,1.862
2.768,-1.042
0.82,0.832
1.427,0.598
0.123,-0.903
0.953,0.704
2.121,0.199
0.083,-0.796
0.226,-0.664
2.066,0.699
2.253,0.604
0.249,1.443
1.852,-0.339
0.96,-1.064
0.296,0.782
0.542,1.283
4.477,-0.91
0.563,1.367
0.815,-0.341
0.672,0.194
2.607,-0.066
0.036,-1.042
0.971,-0.518
0.312,1.59
0.559,0.367
0.957,1.114
1.116,2.697
2.203,2.262
1.936,-1.375
0.298,-0.559
0.477,-0.385
0.089,2.403
0.31,0.083
0.063,-0.037
0.263,-2.315
1.011,-0.396
3.1,1.03
0.277,-1.536
1.551,-0.31
0.507,2.357
0.081,1.424
0.582,-0.501
0.542,0.827
0.081,-0.586
0.195,-0.048
2.491,0.802
0.512,0.267
0.958,-0.101
0.232,1.282
1.843,0.055
1.723,0.153
3.08,-1.053
0.068,-0.303
0.003,0.616
0.399,-0.909
0.99,-0.982
0.489,1.483
2.861,1.093
0.882,-0.431
3.691,-0.201
0.137,-1.308
0.414,-0.236
0.344,-0.386
1.28,0.161
0.758,-0.193
0.969,-1.49
0.413,0.757
0.188,0.41
0.131,-1.636
0.02,-0.858
0.417,0.956
0.806,-0.026
3.115,-1.285
1.58,0.096
0.649,0.232
1.968,1.263
0.07,-0.116
0.68,-1.772
1.746,-1.406
0.509,0.723
1.778,1.151
0.675,-1.425
1.106,-0.493
0.257,-0.248
0.446,0.26
1.473,-1.903
0.152,-0.168
0.37,0.73
0.886,0.568
0.129,-0.074
1.07,-0.65
0.988,0.632
0.408,-1.89
0.446,0.965
1.671,-0.683
0.826,0.36
1.817,-0.128
0.333,-1.079
1.529,0.285
0.643,0.477
0.379,-1.089
0.49,-0.971
4.073,0.251
2.577,-1.213
0.637,-0.467
0.43,-0.888
0.368,-1.554
1.412,2.118
0.426,-1.011
1.918,-0.501
0.487,0.102
0.236,-0.712
0.38,-1.561
0.832,-0.684
1.005,-0.327
3.791,0.164
0.337,-0.995
0.301,-1.203
0.768,-0.085
0.109,-0.678
0.297,-0.887
0.046,0.514
0.092,-2.308
4.299,-1.355
0.377,1.296
0.479,-0.861
0.832,-1.376
1.447,0.465
0.503,-0.054
2.302,-0.715
3.038,-1.309
2.483,0.259
2.613,-1.435
0.572,-0.351
0.754,0.147
1.644,-1.123
0.476,-0.451
0.199,-1.904
0.102,2.001
1.251,-0.091
0.31,1.981
0.769,-0.73
2.757,-1.829
0.355,0.235
0.175,1.107
0.153,0.366
0.86,0.428
2.771,-1.672
0.902,0.065
0.888,0.185
0.281,0.976
0.334,0.835
1.151,0.881
0.688,-0.962
1.729,0.054
2.982,-2.2
3.128,0.671
1.277,-0.48
1.064,-0.774
0.471,0.773
2.292,-0.971
1.567,-0.036
0.738,0.179
3.019,1.028
1.517,-1.113
0.491,-0.137
1.467,1.291
0.16,0.234
0.16,-0.157
1.298,1.743
0.225,-1.587
1.976,-0.918
0.126,1.571
1.446,1.754
2.115,-0.889
0.601,1.015
0.396,-0.65
2.396,-0.124
0.172,1.54
0.47,2.001
0.039,0.843
0.423,-0.244
0.419,-0.284
0.198,-2.692
0.82,-0.88
1.267,0.52
1.746,0.65
0.054,-0.195
0.775,3.177
0.225,1.164
0.551,-0.262
0.621,0.702
3.929,-0.902
2.676,0.56
0.431,0.239
0.376,0.548
0.861,0.691
1.02,-0.249
0.994,-0.052
1.84,-1.185
0.44,0.106
0.026,-1.818
1.354,-0.898
4.58,1.669
2.178,0.178
0.04,0.139
0.128,0.817
3.001,0.397
0.271,-1.753
1.656,-0.744
0.205,-0.293
0.296,0.906
0.141,-2.017
0.526,1.207
2.974,0.184
0.617,1.163
0.01,0.443
2.123,0.432
2.397,0.687
0.182,0.762
0.103,0.389
0.485,0.827
2.208,-0.131
3.31,-0.919
0.874,-1.696
0.191,0.475
0.164,-1.485
0.019,0.125
1.997,1.667
1.799,-0.347
0.92,-0.744
1.494,-0.056
0.273,-0.801
6.588,-0.417
0.172,-0.188
0.837,-0.76
2.107,-1.161
0.162,0.043
2.325,0.526
3.435,1.161
1.334,0.519
0.618,1.749
1.595,0.624
0.408,1.032
2.224,0.786
0.718,-0.526
0.369,-1.096
0.472,0.397
0.248,0.12
0.187,0.908
1.13,-1.25
0.036,-0.271
0.406,1.995
0.075,0.567
0.534,0.103
0.23,0.081
4.159,-0.596
1.735,-0.047
0.911,-0.544
1.033,-1.154
1.103,-0.095
1.358,-1.193
0.657,-0.077
0.679,-0.627
0.099,-1.086
0.418,-1.329
1.849,-0.363
0.687,1.504
1.666,0.091
2.334,-1.066
0.662,-1.066
1.1,-1.299
1.948,0.852
0.057,0.387
1.262,0.698
2.317,0.451
1.359,0.662
0.895,0.197
1.448,-0.172
0.704,-0.636
0.516,0.557
0.248,0.315
0.274,-0.539
0.99,1.331
0.386,1.468
0.959,-0.495
1.183,-0.061
0.795,-1.155
3.078,-0.609
0.604,0.006
0.772,0.758
0.465,-1.44
0.278,0.589
0.044,-0.359
1.259,0.216
1.348,-1.188
0.409,1.572
1.996,0.452
0.506,-1.055
2.309,-1.405
0.288,0.581
1.748,1.263
0.651,-1.13
0.191,-0.795
0.068,-0.403
0.64,1.432
0.667,0.37
0.733,-0.905
2.519,0.063
0.065,1.083
0.119,1.008
2.383,-1.494
3.663,0.036
1.873,1.099
0.584,0.541
1.347,0.328
1.029,-0.238
0.48,-1.462
1.426,-0.638
0.723,-0.36
0.356,-1.195
0.94,-0.703
1.563,1.484
0.255,1.459
0.513,0.429
3.186,-0.176
2.007,2.244
0.359,0.128
0.513,-0.132
0.179,-1.258
0.795,-0.441
1.775,-0.835
0.581,-0.538
0.264,0.828
0.404,0.941
0.125,-0.559
1.176,0.591
0.372,-0.33
0.292,2.149
1.211,0.498
1.435,0.663
0.456,-0.801
0.018,0.28
0.418,0.883
0.221,0.422
0.12,1.573
1.748,-0.585
0.104,0.166
0.145,-0.669
0.06,-0.008
0.073,1.621
1.617,-0.318
1.158,0.232
0.567,0.454
1.018,0.59
1.001,0.79
1.583,-1.506
2.272,0.542
3.651,-0.217
1.841,0.665
2.199,-0.229
0.917,0.568
0.293,-1.679
4.344,-1.431
1.876,0.538
1.213,-0.459
0.156,1.005
0.218,0.977
1.67,-1.551
0.216,1.638
0.183,0.203
1.206,-1.286
0.54,1.045
0.489,0.441
0.436,0.267
2.358,-0.428
2.222,0.981
1.535,1.045
1.578,-0.979
2.957,0.552
0.003,-0.211
0.229,-1.029
1.569,0.806
0.148,1.221
1.043,-1.078
0.587,0.236
0.661,-1.216
0.126,1.847
0.376,1.631
0.031,-0.704
0.495,-1.697
2.816,1.355
0.085,-0.931
0.3,0.74
0.464,1.226
0.27,1.176
0.347,-0.573
1.4,1.009
2.078,1.643
1.094,1.226
0.175,-1.367
1.123,-0.441
0.369,3.187
0.071,-2.169
2.067,1.296
0.678,0.084
0.097,0.501
0.462,-0.692
1.598,-0.429
0.893,0.259
1.596,1.15
0.741,-0.171
0.836,-2.061
1.258,0.717
0.08,1.597
0.411,-1.621
0.099,0.483
1.712,-1.779
0.018,-0.95
2.046,-0.348
3.369,-1.331
0.165,0.538
0.982,-0.216
0.915,-0.393
0.521,-0.631
0.276,-0.448
0.39,-0.47
0.315,-1.29
0.04,0.085
0.149,-1.808
0.745,-0.508
2.315,-0.5
0.112,0.486
0.924,0.4
3.791,-1.383
3.187,-0.029
1.382,0.271
0.259,0.039
0.463,1.068
1.571,0.094
0.69,-1.849
0.84,-1.424
0.54,1.126
1.581,0.013
0.99,-0.097
0.124,-1.051
0.261,1.441
0.726,-1.142
0.332,1.394
1.168,0.457
0.953,-2.49
0.249,0.523
0.079,-0.91
2.252,-1.006
1.017,-0.471
3.848,0.165
0.539,0.289
0.008,0.323
0.445,0.815
3.791,0.681
1.696,-0.565
0.05,-2.21
0.414,0.743
0.021,-0.647
1.363,0.682
0.634,-1.149
2.272,0.029
0.511,0.821
0.684,1.352
0.007,0.074
0.749,-1.365
0.76,1.446
2.132,1.195
2.155,1.141
1.669,-0.14
1.045,-0.863
0.098,0.767
0.812,0.589
1.367,-0.3
0.621,-0.506
3.785,-1.379
0.015,0.397
0.28,-1.095
0.251,-0.428
0.603,-0.012
1.114,0.056
0.052,1.299
0.322,2.757
0.092,0.746
1.017,0.407
1.214,0.67
0.221,-0.229
1.122,-0.114
4.232,-0.239
0.031,1.081
0.731,-0.369
3.133,-0.768
0.694,-0.724
3.071,0.955
2.508,-0.464
0.265,1.846
0.615,-0.282
0.368,0.511
1.49,0.578
0.12,-0.999
1.225,-1.133
0.533,-1.263
0.85,1.067
1.421,-0.983
1.192,0.545
0.273,0.542
2.598,-0.629
0.491,0.556
1.076,0.128
1.464,0.274
0.433,2.693
0.304,-0.778
0.676,0.54
0.16,-0.038
0.219,-1.005
0.408,-0.839
0.905,-2.745
0.035,0.482
0.295,0.054
0.186,0.135
0.171,-0.176
0.324,0.059
0.29,1.069
0.17,0.852
0.057,-1.067
2.308,-1.039
0.069,-0.611
1.545,-0.474
0.53,-1.099
0.268,0.224
1.465,-1.653
3.441,-1.966
0.122,-0.946
0.637,0.1
0.284,-0.878
1.612,-2.331
0.437,-0.304
0.188,-0.436
2.305,1.244
0.121,-0.403
0.174,0.635
0.368,-0.16
2.087,0.995
0.507,1.034
1.255,-0.647
0.53,-1.614
2.703,-1.728
0.82,0.178
1.163,-0.608
0.327,0.498
1.023,-0.44
1.549,0.711
0.55,-0.018
0.117,1.453
0.947,0.133
0.344,-1.386
0.095,1.034
0.465,-1.089
0.445,1.565
2.701,0.082
1.281,0.736
0.786,-0.424
1.78,1.406
0.438,0.06
1.358,-2.037
0.134,-1.307
1.787,0.844
0.177,-0.494
2.253,1.112
1.297,0.703
0.08,0.261
0.205,0.179
1.61,-0.769
1.281,-0.951
1.02,0.703
0.045,-1.206
1.641,1.111
1.981,1.643
1.006,-0.292
0.725,-0.501
4.168,-0.791
0.132,-0.312
0.319,-0.175
1.704,-0.476
0.244,0.598
0.686,0.945
0.963,-0.852
1.028,0.655
0.91,-0.754
1.716,0.381
0.252,-0.562
0.116,-0.069
4.504,1.978
5.128,0.008
0.692,-0.553
1.545,0.402
0.103,0.481
0.522,-0.234
2.283,0.033
0.25,-1.842
1.353,-0.047
0.154,-0.356
0.13,-0.359
0.064,1.06
2.972,0.921
1.028,-0.565
0.851,-0.482
0.281,-1.123
0.123,0.301
0.538,-0.473
0.823,0.892
0.545,0.803
0.257,-0.434
2.628,0.143
1.447,0.713
0.049,-0.159
0.328,-0.03
0.14,-0.6
1.249,-0.387
0.185,0.361
1.075,1.126
1.688,0.318
1.431,-0.101
0.971,0.481
0.661,-0.69
0.295,-3.553
0.579,-0.574
1.576,-1.305
0.042,-0.487
0.499,0.193
5.305,-0.964
0.201,-0.138
1.52,-1.149
0.094,0.141
0.991,0.581
0.454,-0.297
0.119,-0.715
4.199,1.143
0.699,0.723
0.221,-0.303
5.034,2.08
0.076,-0.809
0.166,-0.67
0.618,0.474
1.119,-2.025
1.083,0.571
2.022,-0.264
0.846,1.798
0.329,-1.052
0.313,-0.654
0.216,-0.307
0.294,-0.166
0.271,0.791
0.457,-0.634
0.935,-0.775
2.372,-0.021
0.115,-0.584
0.091,0.099
2.16,-0.385
0.793,-0.378
0.269,0.029
0.67,0.863
0.872,1.076
0.966,2.269
0.021,1.447
0.547,0.145
0.421,0.343
0.86,2.124
0.027,-0.033
1.051,-0.093
0.041,-0.431
2.567,-0.801
0.157,1.838
1.675,0.222
0.155,0.285
1.851,0.135
1.17,0.845
2.043,1.148
2.552,-1.16
0.602,-1.108
0.056,-0.463
0.636,0.5
0.548,0.406
5.471,0.261
0.206,-0.89
1.579,0.277
1.008,-1.55
3.629,0.019
0.17,0.394
0.79,1.529
0.741,-1.131
0.038,-0.995
0.559,0.56
0.512,-1.055
0.002,-0.352
1.388,0.148
0.118,-1.645
0.649,-1.059
0.584,-0.078
2.022,-0.487
0.841,-1.237
0.317,0.477
1.918,0.858
0.236,0.429
0.032,1.097
1.779,-1.975
0.345,0.525
0.161,-0.153
1.599,0.255
0.494,1.472
0.759,0.193
0.059,-0.691
0.602,-0.273
0.1,0.694
0.521,0.395
1.848,0.908
2.73,-1.633
0.314,-0.786
0.39,1.722
0.914,0.602
0.544,-1.608
2.987,0.128
0.267,0.695
2.373,-0.033
0.154,1.43
0.067,0.644
0.368,-1.85
0.552,0.82
1.095,0.502
1.279,0.382
0.841,-0.118
0.369,0.413
1.724,1.303
0.007,1.541
3.064,0.85
1.028,0.599
3.123,-0.496
0.202,0.38
0.32,0.666
0.016,-0.383
2.503,0.235
0.262,0.877
1.281,0.494
0.077,-0.71
1.482,0.709
1.435,1.376
1.653,-0.138
0.189,-0.65
0.358,2.741
0.023,-0.934
1.981,-1.456
0.557,-1.587
0.004,-0.328
0.697,0.371
0.734,-0.065
0.627,0.078
0.207,0.513
0.352,0.253
1.111,-0.187
4.594,1.603
0.061,0.797
1.586,-0.693
0.532,-0.327
0.054,-0.919
0.023,0.285
0.254,0.332
0.373,0.014
0.737,-0.403
0.08,-0.308
2.747,-0.215
0.287,0.518
0.517,-0.12
0.264,-1.643
1.334,-0.518
0.691,1.354
0.154,1.3
0.857,-0.947
0.008,-1.629
0.186,0.962
1.568,0.098
0.137,0.292
3.216,1.741
0.318,0.913
0.415,-1.027
1.041,-0.929
0.947,-1.29
1.123,1.748
2.314,-1.713
1.7,0.323
0.158,-0.779
0.928,-1.661
0.253,0.29
1.394,1.552
0.977,-0.877
0.657,0.419
0.484,0.196
1.503,-1.174
3.158,-0.403
4.805,0.24
0.774,0.079
1.468,0.639
0.474,1.752
0.297,-0.291
0.97,-0.63
0.227,-0.433
0.591,-1.344
2.262,-0.595
0.297,0.128
0.892,-0.628
1.772,1.369
2.204,0.168
0.372,-0.474
1.018,0.286
0.499,-0.826
0.8,-1.484
0.003,-1.317
0.034,0.452
3.517,1.09
0.013,-0.941
0.575,1.431
0.515,0.009
0.007,-0.049
0.197,0.1
0.861,-1.287
0.525,-0.395
0.384,1.818
0.215,-0.425
1.216,-0.348
0.452,0.162
0.067,1.501
1.296,1.02
0.366,-0.952
0.689,0.929
1.795,-1.201
3.284,0.25
0.063,-0.56
0.438,0.206
1.107,-1.06
0.441,0.041
0.105,-0.105
1.129,-1.42
1.097,-0.643
1.495,-1.12
1.184,-0.741
0.292,-0.323
0.999,-0.612
1.483,0.609
0.117,0.662
0.586,-0.599
0.022,-0.254
1.483,-1.077
0.253,2.1
0.196,-0.223
0.837,-0.653
0.362,1.524
0.011,0.212
0.333,-0.082
0.15,0.427
0.788,-0.859
0.4,-1.455
0.124,0.727
0.5,-0.522
0.554,0.688
0.928,0.147
1.23,0.778
0.459,-2.357
0.599,0.03
0.001,0.169
0.381,-0.835
0.325,-0.242
1.693,-1.053
1.082,-0.428
1.252,1.83
1.042,0.668
2.415,0.651
0.283,-1.278
1.0,-2.026
2.415,-0.035
0.845,-1.398
0.465,-0.22
0.87,1.617
0.608,0.381
0.66,-0.456
1.222,-0.796
0.38,0.375
0.473,0.387
0.397,-0.712
1.095,0.719
2.557,-0.545
1.22,0.88
0.205,2.603
0.031,1.558
0.525,-0.269
0.776,-0.735
0.271,-0.444
0.682,1.175
2.498,0.015
1.169,-0.101
0.244,-0.361
0.741,0.403
1.04,-0.607
0.106,0.715
0.125,0.669
0.13,0.409
1.362,2.12
0.486,-0.609
0.401,1.522
2.314,-2.445
2.241,0.839
0.702,0.021
0.539,0.901
3.01,1.072
0.597,-1.126
1.331,-0.019
2.423,-1.358
0.225,-0.134
0.522,-0.551
3.57,-1.806
0.607,-0.775
0.464,-0.263
0.294,0.84
2.887,0.454
0.473,-0.511
0.512,-0.13
0.052,-0.982
2.047,0.256
0.557,0.207
0.904,1.106
1.598,-0.94
0.006,-1.223
0.487,0.828
0.615,-1.76
0.245,-0.117
0.415,-0.351
0.969,0.0
0.102,0.521
0.529,1.36
0.399,0.615
1.763,1.632
1.101,0.699
0.006,0.835
0.014,0.642
2.614,0.467
1.028,-0.164
2.75,0.488
1.011,0.758
0.217,0.986
1.679,-1.417
2.3,0.302
0.488,-0.46
6.589,-0.086
3.049,0.894
1.07,-1.174
1.354,0.117
0.462,-1.146
1.007,0.146
0.571,-0.799
0.277,-0.997
1.379,-0.294
0.926,0.289
0.763,1.052
0.462,0.134
0.228,2.214
0.287,0.687
0.383,0.187
0.414,-1.696
2.483,-2.221
0.217,0.314
0.98,0.997
1.202,1.032
0.348,-0.591
1.503,1.104
0.042,0.741
0.958,-1.305
0.114,0.215
2.078,0.971
0.281,0.163
0.518,2.582
0.883,-0.094
1.278,-0.497
0.75,-0.783
0.237,0.848
1.085,-0.013
0.066,0.783
0.295,0.637
1.97,-0.548
0.496,-0.491
1.032,-0.487
1.24,2.094
2.149,1.899
0.786,-0.438
2.166,0.181
1.843,0.854
0.037,-0.633
0.814,-1.949
0.193,-1.125
0.064,-0.049
0.71,-1.431
0.578,0.814
0.098,-0.254
0.93,0.295
1.919,-0.001
0.494,0.764
0.795,0.659
0.479,0.368
0.88,1.057
0.514,-2.373
0.017,1.877
1.52,1.893
0.403,0.132
0.813,0.965
1.145,0.321
0.108,-0.21
1.28,-0.392
0.078,-0.186
0.278,0.135
0.217,-1.116
1.013,-0.381
0.11,0.423
0.911,0.261
2.003,0.933
0.153,1.126
0.277,0.319
0.71,-0.781
0.66,0.092
0.067,0.778
1.658,0.16
0.73,-1.353
0.52,0.332
0.951,-0.551
0.874,-0.356
1.146,0.84
0.151,-0.175
0.128,0.017
3.324,-0.405
4.779,-0.349
1.579,0.44
1.377,-1.024
1.283,-0.325
0.365,-0.954
0.033,-1.87
3.537,-0.297
2.178,-1.055
0.604,1.443
2.944,-0.827
0.298,-1.076
0.702,-0.757
0.862,-0.478
0.292,-0.492
0.426,0.122
2.443,-0.77
0.063,1.012
0.1,0.79
3.017,0.071
0.232,0.054
0.037,0.771
1.661,-0.66
0.269,0.129
0.08,1.634
0.981,-0.571
0.146,-2.099
4.486,-1.335
0.08,-1.237
0.733,-1.496
0.151,-0.298
3.58,2.066
0.577,-0.313
1.168,-0.48
1.486,-0.789
2.048,-1.446
5.085,0.62
0.081,-1.354
0.678,-0.13
2.174,1.208
0.097,0.839
1.829,1.308
2.287,-0.908
0.438,0.192
1.371,0.174
0.547,1.098
0.032,-0.593
0.737,-0.814
0.354,0.012
0.1,0.914
0.903,0.228
0.413,-0.62
2.525,1.068
1.789,0.322
0.121,-0.384
0.295,0.151
0.684,1.24
0.223,1.692
1.121,0.471
0.5,-0.361
0.471,0.333
1.213,-1.277
1.521,0.493
3.925,-0.792
0.526,0.396
0.137,-0.794
1.583,-0.672
3.49,-1.619
0.332,-0.334
0.694,1.849
0.099,0.974
0.362,0.52
0.29,0.901
2.914,1.715
0.162,-0.987
4.599,-0.895
0.345,0.111
1.802,-0.962
0.673,0.821
0.761,-1.045
0.065,-2.158
0.645,-0.66
1.027,0.779
0.015,0.236
3.278,1.05
0.709,-0.678
1.003,-0.381
0.621,-0.128
0.241,-1.837
0.102,0.556
0.263,0.589
3.34,0.416
0.015,-1.418
0.186,0.189
1.04,-0.171
1.14,1.786
1.717,-0.743
0.524,-0.257
0.606,-0.847
0.739,-1.388
0.168,-1.283
0.065,-0.261
4.168,0.366
0.167,-0.29
2.594,-0.557
1.401,0.768
0.139,0.299
3.573,-1.436
1.972,-0.488
2.215,0.364
0.787,-0.557
3.089,0.461
0.18,-0.277
0.047,-0.663
0.206,0.454
0.536,-1.164
0.415,1.232
0.538,-0.17
2.402,-0.379
1.362,2.662
0.17,1.048
2.117,-1.788
0.037,0.243
0.703,-0.802
0.143,0.229
2.684,0.758
0.355,1.648
1.28,0.821
0.188,-0.215
1.804,-1.044
0.043,-0.988
0.324,1.063
2.63,0.622
0.261,-0.283
1.088,-1.243
1.759,-0.192
0.246,2.032
0.411,-1.129
0.363,-0.519
0.656,0.347
2.587,-0.695
0.606,-0.921
0.84,-1.092
0.467,0.272
0.007,-0.426
0.095,1.266
3.169,-0.059
0.706,0.199
0.566,0.173
4.288,-0.235
1.331,-1.003
2.907,-0.78
0.033,0.582
0.607,-0.72
0.177,1.223
0.001,-1.67
1.865,1.21
0.943,1.566
0.517,-0.256
0.374,-0.006
0.563,-0.324
2.807,-0.097
0.592,-1.548
0.433,0.128
1.895,-1.112
0.546,0.21
0.463,1.681
0.136,-0.819
0.24,2.035
0.833,0.505
0.506,1.34
0.335,0.049
0.716,-0.298
0.304,2.171
2.768,0.667
0.985,0.169
1.281,-0.331
0.595,0.179
1.427,-0.686
4.907,1.582
0.144,1.734
1.189,-1.967
0.315,1.619
0.238,0.985
3.317,0.185
2.814,0.747
2.479,-0.131
0.562,0.171
0.858,0.491
0.254,-1.449
1.375,-0.006
0.229,-1.077
0.079,-0.332
0.286,0.1
0.815,-0.193
0.115,0.899
0.013,-2.588
2.646,0.16
0.081,-0.643
0.252,-0.708
0.863,-1.185
0.943,-0.373
3.293,-0.321
0.305,2.372
0.337,0.78
0.187,-0.748
0.447,-0.746
1.757,-0.981
0.97,0.103
0.481,-0.227
0.96,1.437
3.53,-0.674
0.19,-1.355
4.121,0.243
2.44,-0.661
0.164,0.785
1.115,-1.073
0.224,-1.89
0.119,-0.473
0.731,1.431
0.315,-0.319
5.929,-0.967
0.108,0.393
1.68,-0.199
0.833,-0.259
1.634,-1.789
1.363,-0.202
0.142,-0.526
0.394,-0.077
1.378,-0.175
0.081,-1.112
0.408,-0.051
0.459,-0.44
0.71,1.688
1.663,0.346
0.973,1.524
1.151,0.844
1.116,-0.37
0.129,0.217
0.121,-0.449
0.281,1.386
0.312,0.037
0.417,0.691
3.631,-2.28
0.698,0.316
0.481,-1.051
1.876,-1.724
0.377,-0.82
0.397,-0.687
0.164,0.836
0.581,-1.128
1.453,0.079
0.573,1.151
0.324,-0.372
1.122,-1.1
0.026,0.71
0.718,0.938
0.78,1.454
1.359,-0.41
1.182,0.114
0.093,-0.712
2.887,0.845
1.362,1.04
2.449,-0.559
0.878,1.802
0.611,-0.648
0.552,1.347
0.203,0.122
0.248,-1.205
0.777,-0.561
0.334,-1.449
0.53,2.114
1.059,0.64
0.612,1.08
2.089,-0.02
3.201,0.633
1.121,-0.123
1.403,0.145
0.571,-0.956
1.157,-2.097
1.709,-0.017
0.189,-0.772
1.337,1.042
2.123,-0.508
2.846,0.69
0.843,0.554
0.266,-0.17
0.904,2.292
0.857,1.399
2.764,0.162
0.412,0.169
1.415,-0.568
1.637,-0.165
0.262,-0.853
0.521,1.886
0.433,1.1
1.271,-0.736
0.967,0.178
0.433,1.249
0.849,-0.808
1.026,-1.767
0.913,-0.251
1.075,-0.524
4.674,-0.911
1.532,-0.99
0.074,-0.845
2.866,1.239
0.842,-0.307
0.845,-1.328
0.441,-1.566
0.974,0.258
2.572,1.501
3.122,-1.256
0.741,-1.731
0.66,-0.541
0.051,0.246
1.228,1.566
3.775,-0.197
1.222,0.316
0.717,0.778
0.248,-1.095
1.479,0.255
0.135,-1.588
1.13,1.824
0.72,-1.427
1.278,0.833
1.273,1.475
0.16,0.503
0.133,0.769
0.812,-1.22
0.871,1.133
1.389,-0.588
0.246,0.87
3.871,1.659
0.178,-0.638
0.14,0.718
4.217,-0.934
0.931,-0.724
0.103,0.638
0.119,-0.586
0.946,0.313
1.877,-2.192
0.725,1.247
0.93,-0.244
0.542,1.082
0.694,0.454
0.39,1.166
0.044,-0.284
0.723,-0.171
0.189,1.386
1.545,1.127
1.59,-1.091
0.405,0.688
1.291,0.139
0.632,-0.471
1.748,-1.252
0.327,0.633
2.529,-0.417
0.064,-0.765
2.005,-1.339
0.432,0.193
1.646,-1.005
0.644,-0.156
0.706,0.446
1.724,-0.252
0.344,2.134
0.912,-1.09
1.605,-0.004
0.975,0.319
0.723,-1.585
2.674,0.329
0.549,-1.704
0.931,-0.132
1.024,-0.627
1.477,0.083
0.325,-0.855
2.104,0.007
0.512,1.54
1.205,1.351
1.112,0.537
0.36,0.261
2.221,-4.079
0.142,-0.395
2.8,0.307
0.04,-0.079
0.481,-0.384
0.373,-1.898
0.271,-1.179
1.5,-0.11
0.213,-0.369
3.13,0.385
0.074,0.172
0.159,0.622
0.275,1.333
0.64,0.156
1.008,0.728
1.281,-0.788
0.129,0.003
0.448,0.706
0.157,-0.197
2.381,-0.145
0.035,-0.431
0.732,0.729
0.829,-1.084
1.162,1.66
2.227,-0.5
0.296,-1.725
1.504,-0.396
3.103,-0.091
1.032,2.34
4.288,1.505
1.378,-1.237
0.327,-0.772
1.783,1.473
0.229,-0.373
0.039,-0.972
0.067,0.399
1.592,0.648
0.49,-0.1
0.277,-0.463
0.034,0.593
0.085,-2.064
2.969,0.463
0.494,0.221
0.062,0.397
0.79,3.26
1.775,-0.674
9.344,-0.028
0.397,-0.82
0.806,-0.662
0.9,0.573
0.212,-0.446
0.246,-0.637
0.196,2.268
0.395,1.162
0.734,-1.244
